date	time	id	media	forwarded	file	title_snippet
2023-10-01	19:05:18	20	photo	no	posts/2023/2023-10-01-20.md	Какое божественное?! Вы что, наркоманы просто что ли??! 😵‍💫
2023-10-02	19:05:15	22	photo	no	posts/2023/2023-10-02-22.md	Ладно, хрен с ним. 😤 Допустим это всё как-то работает… 🤔 Но что они во
2023-10-03	19:05:12	23	photo	no	posts/2023/2023-10-03-23.md	Т.е. я могу пойти на операцию под общим наркозом и случайно исцелиться
2023-10-05	19:05:52	24	photo	no	posts/2023/2023-10-05-24.md	И что? Все эти истории про людей, выпрыгнувших откуда-то под веществам
2023-10-07	19:05:21	25	photo	no	posts/2023/2023-10-07-25.md	Ну не может же быть никаких гарантий, что у меня не случится психоз, т
2023-10-09	19:05:19	26	photo	no	posts/2023/2023-10-09-26.md	А я могу сойти с ума что ли в этом вашем бэдтрипе? 🤨👹
2023-10-11	19:05:18	27	photo	no	posts/2023/2023-10-11-27.md	Ну а если не в клубчике это потреблять, то какой смысл-то?!! 😆😆
2023-10-13	19:05:16	28	photo	no	posts/2023/2023-10-13-28.md	Так, завязывайте давайте уже с этой чернухой и поговорим о хорошем, а?
2023-10-15	19:05:12	29	photo	no	posts/2023/2023-10-15-29.md	О сложном поговорили. Давайте может о чем-то хорошем уже?? 😇
2023-10-17	19:05:18	30	photo	no	posts/2023/2023-10-17-30.md	Что если я вам скажу, что в советском союзе лечили алкогольную зависим
2023-10-19	19:05:21	31	photo	no	posts/2023/2023-10-19-31.md	А что с мозгом-то? Ну нельзя же взять и поменять там что-то этими ваши
2023-10-21	19:05:11	32	photo	no	posts/2023/2023-10-21-32.md	А как вообще эта ваша терапевтичность работает-то? Магия какая-то чесс
2023-10-23	19:05:18	33	photo	no	posts/2023/2023-10-23-33.md	А что там слушают эти люди, которые лежат с энтеогенами в наушниках, а
2023-10-25	19:05:19	34	photo	no	posts/2023/2023-10-25-34.md	А есть где почитать вообще про то, что с людьми творится-то под этими
2023-10-27	19:05:16	35	photo	no	posts/2023/2023-10-27-35.md	А кто вообще может проводить эту терапию с применением энтеогенов? 🤔
2023-10-29	19:05:23	36	photo	no	posts/2023/2023-10-29-36.md	Так, ладно, давайте уже перейдём к другим этим вашим веществам, а? 🫣
2023-10-31	19:05:17	37	photo	no	posts/2023/2023-10-31-37.md	А как вообще так вышло, что экстази лечит депрессию и птср??? 🤯
2023-11-02	19:15:16	38	photo	no	posts/2023/2023-11-02-38.md	А можно всё же как-то самостоятельно буду этим заниматься без посторон
2023-11-04	15:20:13	39	photo	no	posts/2023/2023-11-04-39.md	Вроде тут кто-то ранее упоминал марихуану или показалось? 🫣
2023-11-06	15:20:14	40	photo	no	posts/2023/2023-11-06-40.md	Ну и что же там лечит эта ваша травка? 🤣
2023-11-08	19:16:01	41	photo	no	posts/2023/2023-11-08-41.md	Этот пост посвящен Роланду Гриффитсу, ушедшему из жизни 16го октября 2
2023-11-10	20:05:14	42	photo	no	posts/2023/2023-11-10-42.md	А что вообще с этими энтеогенами такое, что оно помогает справиться с
2023-11-12	20:05:21	43	photo	no	posts/2023/2023-11-12-43.md	Так, а сколько там вообще этих ваших энтеогенов целительных-то, а??🤔
2023-11-14	20:05:14	44	photo	no	posts/2023/2023-11-14-44.md	Вы что хотите сказать, что это панацея от всех бед что ли?? Так?🤣
2023-11-16	20:05:19	46	photo	no	posts/2023/2023-11-16-46.md	А если всё же несмотря на предостережения у меня случился сложный трип
2023-11-18	19:05:21	48	photo	no	posts/2023/2023-11-18-48.md	Откуда вообще взялась эта ваша депрессия? Жили же как-то раньше без не
2023-11-20	19:05:15	49	photo	no	posts/2023/2023-11-20-49.md	Если эти ваши энтеогены такие полезные, то что же об этом никто не пиш
2023-11-21	19:05:23	50	photo	no	posts/2023/2023-11-21-50.md	А не пора внести немного ясности?🤔
2023-11-22	19:05:21	51	photo	no	posts/2023/2023-11-22-51.md	Это всё хорошо пока ты молод, а вот постареешь и что? Всё? Никаких энт
2023-11-24	19:05:19	52	photo	no	posts/2023/2023-11-24-52.md	Ладненько, с травкой этой вашей понятно. Давайте о другом уже, а? 🙏
2023-11-25	12:02:01	54	photo	no	posts/2023/2023-11-25-54.md	Пора перейти на новый уровень повествования.
2023-11-26	19:05:19	55	photo	no	posts/2023/2023-11-26-55.md	А как так может быть, что разные виды этой аяваски приводят к одним ре
2023-11-28	19:05:17	56	photo	no	posts/2023/2023-11-28-56.md	А можно вообще где-то легально приобрести это всё? 🫣
2023-11-30	19:05:20	57	photo	no	posts/2023/2023-11-30-57.md	А есть вообще какие-то подтверждения эффективности этого вашего микрод
2023-12-02	15:35:15	58	photo	no	posts/2023/2023-12-02-58.md	Поговорили про терапевтическое, а как насчёт божественного? 🪬
2023-12-04	15:35:20	59	photo	no	posts/2023/2023-12-04-59.md	С божественным понятно, а что говорит наука? 🔬
2023-12-06	15:35:19	60	photo	no	posts/2023/2023-12-06-60.md	А правда, что мухоморы тоже можно считать энтеогенами?
2023-12-08	15:35:21	61	photo	no	posts/2023/2023-12-08-61.md	А это такие же грибы как псилоцибиновые что ли?🤔
2023-12-10	15:35:17	62	photo	no	posts/2023/2023-12-10-62.md	А на всех ли одинаково действуют эти ваши энтеогены? 🤔
2023-12-12	15:35:20	63	photo	no	posts/2023/2023-12-12-63.md	А что не так в комбинации антидепрессантов и энтеогенов? 🤔
2023-12-14	15:19:01	64	photo	no	posts/2023/2023-12-14-64.md	И всё же, что там с последствиями потребления?
2023-12-16	15:19:01	65	photo	no	posts/2023/2023-12-16-65.md	Сколько там ещё этих ваших энтеогенов осталось, а? 🤔
2023-12-18	15:19:01	66	photo	no	posts/2023/2023-12-18-66.md	А точно это работает или это всё вымысел? 🤔
2023-12-20	15:19:01	67	photo	no	posts/2023/2023-12-20-67.md	А как по эффективности других энтеогенов? 🤔
2023-12-22	15:19:01	68	photo	no	posts/2023/2023-12-22-68.md	А что там за океаном с энтеогенами? 🤓
2023-12-23	14:19:01	69	photo	no	posts/2023/2023-12-23-69.md	На этой неделе я закончил обучение по [программе терапии с применением
2023-12-24	14:20:13	70	photo	no	posts/2023/2023-12-24-70.md	Недавно скончался Мэтью Пэри (известный по сериалу Друзья).
2023-12-26	14:19:01	71	photo	no	posts/2023/2023-12-26-71.md	Безопасность в контексте энтеогенов настолько важна, что хочется сдела
2023-12-28	14:19:01	73	photo	no	posts/2023/2023-12-28-73.md	И ещё разок про безопасность, чтобы закрепить 😁
2023-12-30	14:19:01	74	photo	no	posts/2023/2023-12-30-74.md	Спасибо за то, что подписаны на этот канал 🙏
2024-01-01	14:19:01	75	photo	no	posts/2024/2024-01-01-75.md	А в чем вообще смысл терапии в контексте энтеогенов?
2024-01-03	14:19:01	76	photo	no	posts/2024/2024-01-03-76.md	Как работает [терапия с использованием энтеогенов](https://ajp.psychia
2024-01-05	14:19:01	77	photo	no	posts/2024/2024-01-05-77.md	А можно ли стать участником клинических испытаний?
2024-01-07	14:19:01	78	photo	no	posts/2024/2024-01-07-78.md	А где и как получить знания про психоделически ассистируемую терапию?
2024-01-09	14:19:01	79	photo	no	posts/2024/2024-01-09-79.md	Что такое «Психоделический Ренессанс»?
2024-01-11	14:19:01	80	photo	no	posts/2024/2024-01-11-80.md	Ранее упоминался терапевтический потенциал энтеогенов в контексте лече
2024-01-13	14:19:01	81	photo	no	posts/2024/2024-01-13-81.md	Западные учёные продолжают расщеплять эго и ищут способы оценки интенс
2024-01-14	19:34:27	83	photo	no	posts/2024/2024-01-14-83.md	Зачем слушать ученых?
2024-01-15	14:19:01	84	photo	no	posts/2024/2024-01-15-84.md	Недавно [набрёл на сайт](https://neuly.com/), который ранее ускользал
2024-01-17	14:19:01	85	photo	no	posts/2024/2024-01-17-85.md	А знали ли вы, что в 60е ЛСД использовали для лечения не только в США,
2024-01-19	14:19:01	86	photo	no	posts/2024/2024-01-19-86.md	По какой-то неведомой причине я пока ещё толком не упоминал терапевтич
2024-01-20	14:20:15	87	photo	no	posts/2024/2024-01-20-87.md	Эффективность лечения разного рода ментальных заболеваний при помощи э
2024-01-21	14:19:01	89	photo	no	posts/2024/2024-01-21-89.md	Малоизвестная история основания организации **Анонимные Алкоголики**
2024-01-22	12:30:45	90	photo	no	posts/2024/2024-01-22-90.md	Что такое ибогаин и почему его используют украинские военные?
2024-01-23	14:19:01	91	photo	no	posts/2024/2024-01-23-91.md	Сегодня поговорим про существующие пробелы и потребности в контексте и
2024-01-25	14:29:01	92	photo	no	posts/2024/2024-01-25-92.md	[С этого исследования](https://www.hopkinsmedicine.org/press_releases/
2024-01-27	11:12:01	93	photo	no	posts/2024/2024-01-27-93.md	Сегодня вышел [новый эпизод](https://youtu.be/WDDi4wBH9yU) моего подка
2024-01-28	14:20:12	94	photo	no	posts/2024/2024-01-28-94.md	Микродозинг: **Неожиданные Риски для Сердца** 🫀
2024-01-29	14:19:01	95	photo	no	posts/2024/2024-01-29-95.md	**Альфред Хаббард**: Неизвестный Проводник Психоделической Революции
2024-01-31	14:19:01	96	photo	no	posts/2024/2024-01-31-96.md	Пока на постсоветском пространстве продолжается дальнейшая стигматизац
2024-02-02	14:19:01	97	photo	no	posts/2024/2024-02-02-97.md	**Психоделическая интеграция: Как сохранить уроки после путешествия в
2024-02-02	19:06:26	98	photo	no	posts/2024/2024-02-02-98.md	На случай, если вдруг кому интересна тема изучения религии в контексте
2024-02-03	11:00:34	99	photo	no	posts/2024/2024-02-03-99.md	Сегодня вышел очередной эпизод моего подкаста. В этом выпуске рассказы
2024-02-03	18:26:35	100	photo	no	posts/2024/2024-02-03-100.md	Тем временем там за океаном [сухой январь](https://ru.m.wikipedia.org/
2024-02-03	18:43:11	101	photo	no	posts/2024/2024-02-03-101.md	Нашел хороший материал для госпропаганды: в северной америке психологи
2024-02-04	09:40:13	103	photo	no	posts/2024/2024-02-04-103.md	Не могу не поделиться этой новостью. На днях я вписался в новое обучен
2024-02-04	14:01:49	104	photo	no	posts/2024/2024-02-04-104.md	Потребление наркотиков в мире растет!
2024-02-04	14:20:15	105	photo	no	posts/2024/2024-02-04-105.md	[Трип в Утопию](https://www.amazon.co.uk/dp/1538722372?ots=1&linkCode=
2024-02-05	20:13:29	106	photo	no	posts/2024/2024-02-05-106.md	В твиттере можно встретить очень интересных людей. Выяснилось, что сег
2024-02-06	08:43:55	107	photo	no	posts/2024/2024-02-06-107.md	Тут небольшая выдержка из программы Psychedelic Assisted Coaching, в к
2024-02-06	14:20:11	108	photo	no	posts/2024/2024-02-06-108.md	Можем ли мы обратить изменение климата? Ответ наверное уже не удивит:
2024-02-07	17:11:02	109	photo	no	posts/2024/2024-02-07-109.md	Тем временем в Британии всерьез обсуждают внедрение психоделически асс
2024-02-07	17:51:16	110	photo	no	posts/2024/2024-02-07-110.md	Европарламент принял 2 из 3 пунктов инициативы European Citizens Intia
2024-02-08	11:01:12	111	photo	no	posts/2024/2024-02-08-111.md	Как энтеогены связаны с политикой?
2024-02-09	15:09:56	112	photo	no	posts/2024/2024-02-09-112.md	Тем временем Imperial College London ищет пары, которые планируют совм
2024-02-09	16:17:56	113	photo	no	posts/2024/2024-02-09-113.md	Совершенно случайно наткнулся на существующую стратегию по борьбе с на
2024-02-09	17:04:08	114	photo	no	posts/2024/2024-02-09-114.md	Нашёл классную картинку, которая в целом иллюстрирует возможности испо
2024-02-10	11:02:07	115	photo	no	posts/2024/2024-02-10-115.md	Сегодня вновь поговорим про весьма популярный в Силиконовой Долине мик
2024-02-10	12:07:50	116	photo	no	posts/2024/2024-02-10-116.md	В дополнение к сегодняшнему посту напомню, что у меня сегодня вышло [н
2024-02-10	16:49:21	117	photo	no	posts/2024/2024-02-10-117.md	Слушаю [подкаст с Фадиманом](https://open.spotify.com/episode/3UQFLxS7
2024-02-12	11:01:25	118	photo	no	posts/2024/2024-02-12-118.md	Поверили бы вы, если бы вам сказали, что потребление энтеогенов снижае
2024-02-12	11:47:12	119	photo	no	posts/2024/2024-02-12-119.md	Человеческое сознание на сегодняшний день является одной из самых прив
2024-02-14	13:02:01	120	photo	no	posts/2024/2024-02-14-120.md	Возможно не удивлю уже, но парный психоделический опыт положительно ск
2024-02-14	14:33:30	121	photo	no	posts/2024/2024-02-14-121.md	Когда твоя лента в инсте в информационном пузыре... По случаю 14го фев
2024-02-15	11:23:48	122	photo	no	posts/2024/2024-02-15-122.md	Профессор психологии Дэвид Люк интересуется: доводилось ли вам употреб
2024-02-16	11:01:55	123	photo	no	posts/2024/2024-02-16-123.md	В западном мире происходит сдвиг парадигмы. И это не столько про внедр
2024-02-17	10:20:16	124	photo	no	posts/2024/2024-02-17-124.md	Пора разрушить мифы о психоделиках!
2024-02-17	15:28:49	125	photo	no	posts/2024/2024-02-17-125.md	[photo, no caption]
2024-02-18	11:01:07	126	photo, file	no	posts/2024/2024-02-18-126.md	Подавляющее [большинство населения в Канаде одобряет применение терапи
2024-02-20	06:57:28	128	photo	no	posts/2024/2024-02-20-128.md	Мы живём в мире, где с одной стороны говорят, что ибогаин используется
2024-02-20	08:20:11	129	photo	no	posts/2024/2024-02-20-129.md	В России запретили растение. Т.е. часть флоры, сформировавшейся на про
2024-02-21	08:38:54	130	photo	no	posts/2024/2024-02-21-130.md	Там за океаном дочка MAPS под названием [Lykos Therapeutics](https://n
2024-02-22	11:02:05	131	photo	no	posts/2024/2024-02-22-131.md	Почему в Нидерландах запретили волшебные грибы и что такое псилоцибино
2024-02-22	13:46:03	132	photo	no	posts/2024/2024-02-22-132.md	Британские ученые…
2024-02-23	09:39:01	133	photo	no	posts/2024/2024-02-23-133.md	Я недавно вписался ещё в один проект на добровольных началах 😁
2024-02-23	16:00:06	134	photo	no	posts/2024/2024-02-23-134.md	Сегодня четвертая экономика на планете и третья страна в ЕС, которая с
2024-02-25	11:20:14	135	photo	no	posts/2024/2024-02-25-135.md	Роскошная лекция про воспаление, настроение и важность здорового питан
2024-02-27	05:30:43	137	photo	no	posts/2024/2024-02-27-137.md	Что делать, если надо остановить трип?
2024-02-28	08:11:01	138	photo	no	posts/2024/2024-02-28-138.md	Если бы мне кто-то сказал год назад, что я буду вовлечён в проект по с
2024-02-28	14:46:43	139	photo	no	posts/2024/2024-02-28-139.md	Количество клинических исследований применения энтеогенов для лечения
2024-02-28	17:17:06	140	photo	no	posts/2024/2024-02-28-140.md	Развенчиваем мифы про энтеогены. Люди говорят, что потребление конопли
2024-02-29	07:27:16	141	photo	no	posts/2024/2024-02-29-141.md	Вот этот очень простой график говорит о том, что как минимум в Австрал
2024-02-29	09:30:37	142	photo	no	posts/2024/2024-02-29-142.md	Канадские учёные [провели клиническое исследование](https://www.scienc
2024-03-01	10:17:01	143	photo	no	posts/2024/2024-03-01-143.md	Стоит сделать отдельное упоминание про коноплю и её роль в истории раз
2024-03-02	08:47:01	144	photo	no	posts/2024/2024-03-02-144.md	Если у вас было два или более опыта с псилоцибином или "волшебными гри
2024-03-02	12:35:06	145	file	no	posts/2024/2024-03-02-145.md	Я вам принес сокровище. Прямиком из-за океана. Это документ, которого
2024-03-03	09:30:24	148	photo	no	posts/2024/2024-03-03-148.md	Сегодня особый день. По крайней мере для меня 😁
2024-03-06	07:50:11	149	photo	no	posts/2024/2024-03-06-149.md	Пока я на Випассане вот вам ещё один пост, чтобы канал совсем не забыл
2024-03-09	13:58:01	150	photo	no	posts/2024/2024-03-09-150.md	Вопрос поддержки при переживании сложного психоделического опыта являе
2024-03-12	09:12:01	151	photo	no	posts/2024/2024-03-12-151.md	Энтеогены не 100% безопасны. Это важно помнить.
2024-03-14	17:05:39	152	none	no	posts/2024/2024-03-14-152.md	[none, no caption]
2024-03-14	17:05:39	153	photo	yes	posts/2024/2024-03-14-153.md	**10 правил, которые помогут сделать психоделическое путешествие макси
2024-03-16	08:37:02	154	photo	no	posts/2024/2024-03-16-154.md	Как работает терапия с использованием МДМА, которую очень скоро включа
2024-03-18	10:13:01	155	photo	no	posts/2024/2024-03-18-155.md	[photo, no caption]
2024-03-18	10:34:01	156	photo	no	posts/2024/2024-03-18-156.md	Давайте ещё разок поговорим про риски, а то я, возможно, в своей канал
2024-03-19	10:46:43	157	photo	no	posts/2024/2024-03-19-157.md	Тут неожиданно проводят вэбинар с именитыми профессором Дэвидом Наттом
2024-03-20	14:42:40	158	photo	no	posts/2024/2024-03-20-158.md	Тем временем в Твиттере Элон Маск сделал «coming out» и рассказал, что
2024-03-20	16:01:25	159	photo	no	posts/2024/2024-03-20-159.md	Тем временем в ООН прошла 4хдневная сессия, посвящённая регулированию
2024-03-21	07:31:50	160	photo	no	posts/2024/2024-03-21-160.md	Когда понимаешь, что страна спивается, то становится грустно и несколь
2024-03-21	11:26:17	161	none	no	posts/2024/2024-03-21-161.md	Внезапно в обсуждении прошлого поста родилось предложение сделать звон
2024-03-22	10:17:59	163	photo	no	posts/2024/2024-03-22-163.md	Если у вас было 3 опыта с псилоцибином, кетамином и МДМА и вы знаете а
2024-03-22	11:50:18	164	photo	no	posts/2024/2024-03-22-164.md	Организация PsychedelicSupport регулярно проводит вэбинары с разными и
2024-03-23	07:36:25	165	photo	no	posts/2024/2024-03-23-165.md	Я уже упоминал на днях про сессию ООН, посвященную наркотикам, которая
2024-03-24	09:39:33	166	photo	no	posts/2024/2024-03-24-166.md	Ментальное здоровье - это не про волшебные таблетки и пилюли, которые
2024-03-26	08:15:13	168	none	no	posts/2024/2024-03-26-168.md	Уже какое-то время количество подписчиков находится на уровне 227-228.
2024-03-28	08:54:49	169	photo	no	posts/2024/2024-03-28-169.md	В последние пару лет всё больше внимания уделяется коренным народам ра
2024-03-29	14:16:53	170	none	no	posts/2024/2024-03-29-170.md	Так ничего и не написал про Випассану. На прошлой неделе я запилил пос
2024-03-31	15:20:16	171	photo	no	posts/2024/2024-03-31-171.md	В западном мире март празднуется как месяц, посвященный женщинам в ист
2024-04-02	14:48:09	172	photo	no	posts/2024/2024-04-02-172.md	Дорогие подписчики, прошу простить мою переменчивость — я тоже человек
2024-04-02	15:20:21	173	photo	no	posts/2024/2024-04-02-173.md	В каких странах легализованы энтеогены?
2024-04-04	07:45:21	174	photo	no	posts/2024/2024-04-04-174.md	Несмотря на небольшое опоздание, необходимо поднять важную тему. Вклад
2024-04-04	19:16:31	175	photo	no	posts/2024/2024-04-04-175.md	[photo, no caption]
2024-04-05	14:21:58	176	photo	no	posts/2024/2024-04-05-176.md	Меня тут один американец (проживает на Гавайях) позвал на свой подкаст
2024-04-05	17:26:25	177	photo	no	posts/2024/2024-04-05-177.md	Давайте обратим внимание на ещё один несправедливо умалчиваемый аспект
2024-04-05	18:39:36	178	photo	no	posts/2024/2024-04-05-178.md	Надо кое-что закрепить.
2024-04-06	12:42:32	180	photo	no	posts/2024/2024-04-06-180.md	Стоит ли считать коноплю психоделиком?
2024-04-06	15:20:15	181	photo	no	posts/2024/2024-04-06-181.md	🎙 Новый эпизод "Психоделического Ренессанса" уже на YouTube! 🍄
2024-04-08	15:24:06	182	photo	no	posts/2024/2024-04-08-182.md	Сходил на вэбинар по следам комитета по контролю за оборотом наркотико
2024-04-09	12:31:55	183	photo	no	posts/2024/2024-04-09-183.md	Тем временем в Европарламенте во время обсуджения 6.5 миллионов Евро,
2024-04-09	15:20:30	184	photo	no	posts/2024/2024-04-09-184.md	Что общего между The Beatles, Pink Floyd, Jimi Hendrix, Bob Dylan, The
2024-04-10	15:20:17	185	photo	no	posts/2024/2024-04-10-185.md	Терапия псилоцибином и СИОЗС
2024-04-11	09:08:33	186	photo	no	posts/2024/2024-04-11-186.md	Маятник стигмы понемногу смещается в сторону принятия применения психо
2024-04-11	15:20:30	187	photo	no	posts/2024/2024-04-11-187.md	В недавнем рандомизированном контролируемом исследовании (РКИ) изучали
2024-04-12	15:20:16	188	photo	no	posts/2024/2024-04-12-188.md	Недавние исследования изучали терапевтические эффекты и риски, связанн
2024-04-13	15:20:19	189	photo	no	posts/2024/2024-04-13-189.md	🌟 Новый эпизод уже на канале! 🌟
2024-04-13	20:15:26	190	photo	no	posts/2024/2024-04-13-190.md	Мы кажется давно не говорили про [древний Рим](https://doubleblindmag.
2024-04-14	09:00:28	191	photo	no	posts/2024/2024-04-14-191.md	Как правильно сниматься с антидепрессантов?
2024-04-15	08:54:05	192	photo	no	posts/2024/2024-04-15-192.md	На этой неделе состоится несколько важных событий.
2024-04-15	15:20:30	193	photo	no	posts/2024/2024-04-15-193.md	Исследования безопасности психоделиков
2024-04-16	13:17:15	194	photo	no	posts/2024/2024-04-16-194.md	Необычно приятно наблюдать как на максимально высоком уровне гос. стру
2024-04-16	15:20:17	195	photo	no	posts/2024/2024-04-16-195.md	Недавние исследования психоделиков
2024-04-16	19:02:35	196	photo	no	posts/2024/2024-04-16-196.md	🎙 Аллен Гинзберг и психоделическая наука: [забытые записи и историческ
2024-04-17	09:00:37	197	photo	no	posts/2024/2024-04-17-197.md	🌐 Энтеогены в лечении тяжелых повреждений мозга: [Надежда вне границы
2024-04-17	15:20:29	198	photo	no	posts/2024/2024-04-17-198.md	Основы информированного согласия в психоделической медицине ([ссылка н
2024-04-17	18:16:22	199	photo	no	posts/2024/2024-04-17-199.md	🌍 Европа на пути к интеграции психоделической медицины: [ключевые моме
2024-04-18	15:20:18	200	photo	no	posts/2024/2024-04-18-200.md	Исследования влияния психоделиков на эмоциональное восприятие
2024-04-18	16:31:10	201	photo	no	posts/2024/2024-04-18-201.md	Через 1.5 часа запланирован стрим с лекцией про психоделики.
2024-04-18	17:32:47	202	none	no	posts/2024/2024-04-18-202.md	[Ссылка на стрим.](https://youtube.com/live/wFU3pV1qNIU?feature=share)
2024-04-19	09:02:10	203	photo	no	posts/2024/2024-04-19-203.md	🧠 Влияние ожиданий на клинические испытания энтеогенов: Взгляд изнутри
2024-04-19	15:20:17	204	photo	no	posts/2024/2024-04-19-204.md	19 апреля 1943 года в 16:20 Альберт Хофманн сделал запись в своём журн
2024-04-20	09:30:26	205	photo	no	posts/2024/2024-04-20-205.md	🎵 [Музыка и психоделики](https://maps.org/bulletin-psychedelic-music-l
2024-04-20	15:20:18	206	photo	no	posts/2024/2024-04-20-206.md	В [новом выпуске подкаста](https://youtu.be/ctW3fJkKNog)на YouTube я з
2024-04-20	19:01:12	207	photo	no	posts/2024/2024-04-20-207.md	🎶 Музыка и психоделики: [Гармония, которая лечит](https://maps.org/bul
2024-04-21	15:20:21	208	photo	no	posts/2024/2024-04-21-208.md	[photo, no caption]
2024-04-21	15:31:45	210	none	yes	posts/2024/2024-04-21-210.md	Меня зовут Яна, я студентка 4-го курса социологии ВШЭ, сейчас в рамках
2024-04-22	15:20:16	211	photo	no	posts/2024/2024-04-22-211.md	🌍 [Европейский прорыв в психоделической терапии](https://sciencebusine
2024-04-22	17:05:27	212	photo	no	posts/2024/2024-04-22-212.md	Обсуждал сегодня с коллегой разного рода ритриты с использованием энте
2024-04-23	15:20:23	213	photo	no	posts/2024/2024-04-23-213.md	🔬 [Псилоцибин в борьбе с деменцией: новые горизонты](https://www.scien
2024-04-24	15:20:15	214	photo	no	posts/2024/2024-04-24-214.md	Психоделики против стимуляторов в лечении СДВГ: [новые перспективы](ht
2024-04-25	15:20:15	215	photo	no	posts/2024/2024-04-25-215.md	Исследуем [страх в психоделическом опыте](https://www.psychedelicpassa
2024-04-26	15:20:14	216	photo	no	posts/2024/2024-04-26-216.md	🌿 Ибогаин: [Надежда на новую жизнь](https://www.nytimes.com/2024/03/05
2024-04-27	15:20:33	217	photo	no	posts/2024/2024-04-27-217.md	🍄 Мистические переживания от псилоцибина: ключ к долгосрочному благопо
2024-04-28	15:20:22	218	photo	no	posts/2024/2024-04-28-218.md	Новый выпуск подкаста: "Как Психоделики Могут Избавить от Алкогольной
2024-04-28	19:02:12	219	photo	no	posts/2024/2024-04-28-219.md	Как [новизна и пороговые состояния влияют на наше обучение](https://ww
2024-04-29	15:20:19	220	photo	no	posts/2024/2024-04-29-220.md	[🌌](https://maps.org/integration-station/) Выбор спутника для психодел
2024-04-29	20:17:50	221	photo	no	posts/2024/2024-04-29-221.md	Если вы находитесь в ЕС вступайте в ряды волонтеров движения по внедре
2024-04-30	15:20:16	222	photo	no	posts/2024/2024-04-30-222.md	🌟 Микродозинг после макродоза: [Как настроить своё восприятие](https:/
2024-05-01	15:20:16	223	photo	no	posts/2024/2024-05-01-223.md	Особенности взаимодействия [псилоцибина с антидепрессантами типа Проза
2024-05-02	11:03:05	224	photo	no	posts/2024/2024-05-02-224.md	Очень интересно наблюдать за капитализацией компаний, специализирующих
2024-05-02	15:20:18	225	photo	no	posts/2024/2024-05-02-225.md	🚨 Внимание всем, кто заботится о здоровом питании! 🚨
2024-05-02	19:43:44	226	photo	no	posts/2024/2024-05-02-226.md	Wild wild West.
2024-05-03	08:47:40	227	photo	no	posts/2024/2024-05-03-227.md	Открытие "регулятора" в мозге, контролирующего иммунную систему
2024-05-03	15:20:00	228	photo	no	posts/2024/2024-05-03-228.md	🍃 Закон о рекреационной марихуане и его влияние на молодежь: разбираем
2024-05-04	10:20:07	229	photo	no	posts/2024/2024-05-04-229.md	Делюсь впечатляющими результатами [исследования](https://www.nature.co
2024-05-04	15:20:00	230	photo	no	posts/2024/2024-05-04-230.md	🚀 [Новый выпуск](https://youtu.be/TC4DPSmYK5U) подкаста "Психоделическ
2024-05-04	19:33:51	231	photo	no	posts/2024/2024-05-04-231.md	Тем временем в США в деловом издании [Wall Street Journal](https://www
2024-05-05	09:01:54	232	photo	no	posts/2024/2024-05-05-232.md	🌌 Интеграция психоделического опыта: Путь к гармонии и самопознанию
2024-05-06	15:20:00	233	photo	no	posts/2024/2024-05-06-233.md	🌀 Психоделики: Стоит ли разрешать для рекреационного использования?
2024-05-07	09:24:47	234	photo	no	posts/2024/2024-05-07-234.md	Если вдруг кому интересно насколько сложно и дорого вывести на рынок н
